X,text
1552,"after demonetization jnu students dont use condomsafesex modiji students ko pareshan kr rhe hai 
MamtaKejriXposed…"
1553,Another indication of black money horses having bolted well beforeDemonetization
1554,"after demonetization jnu students dont use condomsafesex modiji students ko pareshan kr rhe hai 
MamtaKejriXposed
UUBUUUUEUBUU"
1555,Demonetization is like pissing on pants on a very cold daykeep warmIndias Modi Didnt Do His Homeworkforbes
1556,ChoradiyaMehul This Jihadi lapdog ArvindKejriwal is himself a proof of Demonetization Gone insaneall his thousands of crores gone
1557,Banks in da rural areas hav started distributing soiled notesst u q up fr ur own money amp den q upchange da soiled notes Demonetization
1558,Advocate J Aslam Basha Press Meet On Demonetization
1559,Really something is wrong with Indian Politicians in handling Economy Raghuram Rajan would have handled…
1560,n One can have a cynical view on demonetization but one should not loose the faith in the adaptability of fellow Indi…
1561,"Yes Wants to avoid taking responsibility for poor implementation of demonetization boldly
UBUB"
1562,DemonetizationATMs recalibrated to dispense new notes
1563,Clear analysis and data about demonetization
1564,He could have just praised demonetizationwithout actually knowing about itbut he chose to portray the ground reality…
1565,Going by by poll results cant see much impact of demonetization the way opposition parties are creating
1566,I am with demonetization narendramodi
1567,"Cry as much as you can whiners 
The nation is watching you
Demonetization"
1568,Atif Rahman of DanubeProperties talks about Demonetization amp RealEstate Sector his upcoming projects amp more
1569,"Most support of Modi amp demonetization is in Facebook WhatsApp apps
Most poor not supporting Modi demonetization"
1570,This demonetization thing is a mess
1571,Demonetization Problem is not cash crunch but service providers not registered in bankingPaytm systemsStop dealing with such vendors
1572,We dont know about rest of India but we Kashmiris are very happy with Demonetization
1573,Trying to escape from responsibility of poor implementation of demonetization
1574,Demonetization if rich feel so panicked over a day orcash crunchthink of d poor who must be facing this on daily basisStop CORRUPTION
1575,Demonetizationeffects of note ban on the common man
1576,"gaganagrawal Thats a new gem demonetizationlicense Raj Kejriwal amp manta must be wondering how they missed this one
rachitsharma Yo…"
1577,washingtonpost they should learn from the lab experiment of demonetization done with Indian economy Tables black terror amp counterfeit
1578,Getting feedback from onlylac people via Namo App Means most of people having BlackMoney Demonetization
1579,dna Demonetizationeffects of note ban on the common man
1580,I have no idea what I am doing demonetization
1581,"BeingSalmanKhan The SAVIOURGives money To Farmhouse Poor Peoples In Demonetization
Check Out edUAUBDedUBU"
1582,Demonetizationeffects of note ban on the common man
1583,SalmanKhan Comes In RESCUE Of Poor Peoples Near His FarmhouseGives MONEY During Demonetization
1584,"Thats a new gem demonetizationlicense Raj Kejriwal amp manta must be wondering how they missed this one
rachitsharma YouTube"
1585,"MamtaKejriXposed

whole India welcomes demonetization
Anti nationals crying"
1586,demonetization
1587,demonetization
1588,demonetization
1589,demonetization
1590,demonetization
1591,demonetization
1592,demonetization
1593,demonetization
1594,demonetization
1595,
1596,Demonetization will result in brighter future PM narendramodi
1597,
1598,"ArvindKejriwal When Hitler got to know about Demonetization 
Download PayTM
Get me a Jio Sim 
edUAUBEedUBUedUAUBDedUBUedUAUBDedUBUC"
1599,folks we cant be so cruel we will have to empathize with opposition who have been crippled financially amp politically due to demonetization
1600,Reqst arunjaitley remveredce incmeTaxSabs othrwise BlackMoney may increase wt Knotes RBI narendramodi PMOIndia demonetization India
1601,Swiss Bank ac details to b received from SepWhy d hell so late Oh elections r in Maygr timing DeMonetization BlackMoney
1602,"MamtaKejriXposed

whole India welcomes demonetization
Anti nationals crying"
1603,Politician crying agst demonetization undoubtedly possess huge BM but those r mum must b in state of depression amp looking fr waysdilute
1604,OK Demonetization will result in brighter future PM Modi
1605,When tied with Aadhaar this is a big recipe for an Orwellian state demonetization DestroyTheAadhaar Aadhaar
1606,"In last daysmore thanNaxal surrendered amp they say demonetization is creating adverse effects
if this is badIndia need it"
1607,going by the reaction which party seems to have suffered max loss due to demonetization
1608,Man ends life over fund shortage ahead of daughter’s wedding in GujaratDemonetization
1609,Modis reluctance to speak inside the parliament itself says a lot about his own faith in what he did Demonetization
1610,Surprise Despite temporay hurdles most in rural Bengal in Mamatas stronghold support Modis demonetization move What…
1611,Man ends life over fund shortage ahead of daughter’s wedding in GujaratDemonetization
1612,"Before the Bypolls this will decide Demonetization of Modi 

After the results Bypolls has nothing to do with Demonetization"
1613,ashwan yup I am shit scared This demonetization is projecting banks as the ultimate havens for depositing all our monies
1614,modi about to conduct a survey of bootlickers and declare nation happy with DeMonetization ModiScaredOfParliament
1615,Aim of demonetization laudable but Govt has no road mapcreate institutional architecture needed says SalmanSozhtt…
1616,"Demonetization blackmoney 

Every one has been threatening me to suggest constructively a way out of the"
1617,"narendramodiPMOIndia 
i m sure u must hv thought abt it n worked it outBt blieve me sum pple are tryn to derail d cntry
demonetization"
1618,CURRENT POLICY OF DEMONETIZATION WILL HELP PEOPLESEND MORE MONEY IN FOREIGNBANKS PMMODI IS DOING IT AT THE INSTANCE OF US APNIPARTY
1619,"India Just made a big mistake with its currency ban Former US treasury secretary
Demonetization"
1620,Demonetization Corruption does not stops here After such a shock treatment the situation at state borders remains largely the same
1621,Demonetization its implications mobile money penetration Strong MedicineBlack Money in India
1622,aamirkhan BeingSalmanKhan iamsrk karanjohar Now nation needs ur voice to support on demonetization by PMOIndia comeforward n support
1623,SrBachchan KapilSharmaK Now nation needs ur voice to support demonetization by PMOIndia comeforward n supportWhere is ur support now
1624,PM Modi will go to Parliament armed with millions of Indiansexpressing support for demonetization N
1625,Will FMarunjaitley tell the Nation who R those Current Ac holders benifitted after Demonetization by the Banks
1626,AnupamPkher KapilSharmaK Now nation needs ur voice to support demonetization by PMOIndia comeforward n supportWhere is ur support now
1627,rjraunac Demonetization For those who are getting married RBI
1628,ArvindKejriwal did you have a deal with uber or ola cabs when you launched your stupid oddeven drama in Delhi demonetization
1629,Economic Affairs Secretary DasShaktikanta to brief media later today DeMonetization
1630,New industry setup after Demonetization converting BlackMoney into White Purpose already frustrated
1631,ArvindKejriwal In Demonetization only small businessman are loosing corporatesAirlines r still looting us wid mkng white transactions
1632,"Demonetization
Pastdays HOUNDS with unrated POUNDS have been so UNSOUND"
1633,narendramodi Most recent on demonetization felt it should have been instepsfirst after a month or twoboth secret sudden
1634,OK Demonetization will result in brighter future PM Modi
1635,Surprisinglyweeks have been passed since the announcement of Demonetization and we could see some factors
1636,Will FMarunjaitley tell the Nation who R those Current Ac holders benifitted after Demonetization by the Banks
1637,Prices of real estate near recalibrated ATMs have apparently shot up in India Demonetization edUAUBDedUBUF
